,Close
Close,1.0
Cumulative_Returns,0.9999999999999993
Square_Root_Close,0.9997947135912153
Log_Close,0.999190479394895
Close_Squared,0.9991720840177377
Close_Inverse,0.9967741455153937
Close_Cubed,0.9966888507136876
Moving_Average_3,0.9952347344929585
Moving_Average_5,0.990327430471015
EMA,0.9862888481829283
Short_EMA,0.983767822053464
Rolling_Mean,0.9801685866614315
Moving_Average_10,0.9801685866614315
Upper_Band,0.9748560188752626
Moving_Average_15,0.972567047101686
Long_EMA,0.969156516413312
Lower_Band,0.9646561228665425
Expanding_Mean,0.8734159064595497
Std_Dev_RoC_5,0.33139003619848867
Std_Dev_RoC_10,0.30404077433536864
Price_RoC_15,0.24193034090386398
Price_RoC_30,0.2352825243328534
Price_RoC_12,0.22191961936365387
Price_RoC_45,0.2205359180306899
Price_RoC_10,0.20538204021064246
Price_RoC_7,0.1702976473504087
MACD,0.16301804210004925
Price_RoC_5,0.14678085401532376
Cos_Close,0.1280199281620833
Price_RoC_3,0.12421398902702674
Signal_Line,0.12226787016737928
RSI,0.10879760990328073
Rolling_Std,0.10879301941414206
Price_RoC_60,0.09919367439663712
Z_Score,0.07665389860003093
Sin_Close,0.07091954575341836
Price_RoC,0.06684990225781015
Gain,0.06575516384078786
Log_Returns,0.065026247873324
Price_Delta,0.04540421617225555
Tan_Close,0.037738801743925035
Loss,0.007335057930222913
RS,0.0005469645524724631
